List of entire photometry of J1407

Photographic plate archives:
DASCH (DR5 and missing from DR5), Bamberg Observatory, Sonneberg Observatory
Data from CCD observatories:
AAVSO, KELT, PROMPT, SuperWASP

MJD	Decimal Year	Magnitude	Mag Error	Filter	Source/Series	Plate Name
53935.9	2006.5476	12.3273	0.0118	Johnson V	SuperWASP	 -- 
53935.9	2006.5476	12.3339	0.0118	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3826	0.0164	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3765	0.0159	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3804	0.0144	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.4019	0.0143	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3863	0.0131	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3885	0.0128	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.372	0.0119	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3965	0.0121	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.4058	0.0119	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3849	0.0117	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3792	0.0114	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3929	0.0116	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3814	0.0113	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3614	0.0112	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3485	0.0111	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3869	0.0114	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3971	0.0115	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.4007	0.0116	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3791	0.0113	Johnson V	SuperWASP	 -- 
53941.7	2006.5636	12.3967	0.0115	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.3969	0.0114	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.4258	0.0117	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.4151	0.0116	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.4016	0.0114	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.3965	0.0113	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.4082	0.0115	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.3973	0.0115	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.4075	0.0116	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.397	0.0115	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.3947	0.0115	Johnson V	SuperWASP	 -- 
53941.7	2006.5637	12.3686	0.0112	Johnson V	SuperWASP	 -- 
53941.8	2006.5637	12.3949	0.0114	Johnson V	SuperWASP	 -- 
53941.8	2006.5637	12.4027	0.0116	Johnson V	SuperWASP	 -- 
53941.8	2006.5637	12.3903	0.0114	Johnson V	SuperWASP	 -- 
53941.8	2006.5637	12.3917	0.0114	Johnson V	SuperWASP	 -- 
53941.8	2006.5637	12.4009	0.0115	Johnson V	SuperWASP	 -- 
53941.8	2006.5637	12.3933	0.0113	Johnson V	SuperWASP	 -- 
53941.8	2006.5637	12.39	0.0113	Johnson V	SuperWASP	 -- 
53941.8	2006.5637	12.3908	0.0114	Johnson V	SuperWASP	 -- 
53941.8	2006.5637	12.4143	0.0117	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.3902	0.0114	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.393	0.0116	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.4001	0.0117	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.3836	0.0116	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.4014	0.0116	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.4058	0.0117	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.3907	0.0116	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.3992	0.0117	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.395	0.0117	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.3933	0.0116	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.3867	0.0116	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.4029	0.0117	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.3637	0.0114	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.387	0.0116	Johnson V	SuperWASP	 -- 
53941.8	2006.5638	12.3876	0.0117	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.3958	0.0118	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.3789	0.0118	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.3951	0.0119	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.3983	0.0119	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.3791	0.0117	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.3843	0.0118	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.3811	0.0118	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.4026	0.0119	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.3951	0.0119	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.5959	0.0146	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.9542	0.0264	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.3847	0.0118	Johnson V	SuperWASP	 -- 
53941.8	2006.5639	12.375	0.0117	Johnson V	SuperWASP	 -- 
53941.8	2006.564	12.3843	0.0118	Johnson V	SuperWASP	 -- 
53941.8	2006.564	12.3766	0.0117	Johnson V	SuperWASP	 -- 
53941.9	2006.564	12.3703	0.0119	Johnson V	SuperWASP	 -- 
53941.9	2006.564	12.3774	0.0119	Johnson V	SuperWASP	 -- 
53941.9	2006.564	12.3832	0.012	Johnson V	SuperWASP	 -- 
53941.9	2006.564	12.3818	0.012	Johnson V	SuperWASP	 -- 
53941.9	2006.564	12.3808	0.012	Johnson V	SuperWASP	 -- 
53941.9	2006.564	12.3951	0.0122	Johnson V	SuperWASP	 -- 
53941.9	2006.564	12.4438	0.0142	Johnson V	SuperWASP	 -- 
53941.9	2006.564	12.3687	0.0137	Johnson V	SuperWASP	 -- 
53942.7	2006.5663	12.2763	0.015	Johnson V	SuperWASP	 -- 
53942.7	2006.5663	12.2808	0.0146	Johnson V	SuperWASP	 -- 
53942.7	2006.5663	12.2543	0.0129	Johnson V	SuperWASP	 -- 
53942.7	2006.5663	12.2598	0.0127	Johnson V	SuperWASP	 -- 
53942.7	2006.5663	12.2658	0.0118	Johnson V	SuperWASP	 -- 
53942.7	2006.5663	12.2675	0.0117	Johnson V	SuperWASP	 -- 
53942.7	2006.5663	12.2769	0.0113	Johnson V	SuperWASP	 -- 
53942.7	2006.5663	12.2642	0.0112	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2751	0.0108	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2561	0.0106	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.3039	0.0109	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2875	0.0107	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2796	0.0106	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2763	0.0105	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.287	0.0107	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2954	0.0107	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2881	0.0106	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2599	0.0104	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2728	0.0105	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2926	0.0106	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2875	0.0106	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2831	0.0105	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2984	0.0106	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2937	0.0105	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2858	0.0105	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2757	0.0104	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2902	0.0107	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2783	0.0106	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2953	0.0107	Johnson V	SuperWASP	 -- 
53942.7	2006.5664	12.2762	0.0105	Johnson V	SuperWASP	 -- 
53942.8	2006.5664	12.2669	0.0106	Johnson V	SuperWASP	 -- 
53942.8	2006.5664	12.2631	0.0106	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2757	0.0106	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2754	0.0107	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2943	0.0109	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2857	0.0108	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2848	0.0108	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2757	0.0108	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2617	0.0107	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2583	0.0106	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2797	0.0107	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2903	0.0107	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2851	0.0107	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2796	0.0107	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.284	0.0107	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2744	0.0107	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2928	0.0109	Johnson V	SuperWASP	 -- 
53942.8	2006.5665	12.2898	0.0108	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.2748	0.0108	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.284	0.0108	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.3087	0.011	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.2829	0.0108	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.307	0.0111	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.2973	0.011	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.3015	0.0113	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.315	0.0113	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.306	0.0113	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.3031	0.0113	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.3078	0.0115	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.3214	0.0116	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.3128	0.0115	Johnson V	SuperWASP	 -- 
53942.8	2006.5666	12.2988	0.0114	Johnson V	SuperWASP	 -- 
53942.8	2006.5667	12.3054	0.0116	Johnson V	SuperWASP	 -- 
53942.8	2006.5667	12.2968	0.0114	Johnson V	SuperWASP	 -- 
53942.8	2006.5667	12.2802	0.0114	Johnson V	SuperWASP	 -- 
53942.8	2006.5667	12.2945	0.0115	Johnson V	SuperWASP	 -- 
53942.8	2006.5667	12.3154	0.012	Johnson V	SuperWASP	 -- 
53942.8	2006.5667	12.3191	0.0121	Johnson V	SuperWASP	 -- 
53942.9	2006.5667	12.313	0.012	Johnson V	SuperWASP	 -- 
53942.9	2006.5667	12.32	0.0121	Johnson V	SuperWASP	 -- 
53942.9	2006.5667	12.3003	0.012	Johnson V	SuperWASP	 -- 
53942.9	2006.5667	12.2955	0.012	Johnson V	SuperWASP	 -- 
53942.9	2006.5668	12.3041	0.0122	Johnson V	SuperWASP	 -- 
53942.9	2006.5668	12.2896	0.0119	Johnson V	SuperWASP	 -- 
53942.9	2006.5668	12.28	0.0127	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.3843	0.0265	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.2872	0.0242	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.2461	0.0206	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.42	0.0222	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.2912	0.0203	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.3142	0.0185	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.2786	0.0207	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.3008	0.0185	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.5614	0.0251	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	13.739	0.1005	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	11.7499	0.1536	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.2054	0.0532	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.2456	0.0251	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.6064	0.0346	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.4331	0.0374	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.5533	0.0475	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.3951	0.0572	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.3936	0.0744	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	11.5895	0.1858	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	11.3182	0.3216	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.4085	0.105	Johnson V	SuperWASP	 -- 
53943.7	2006.5691	12.4459	0.1337	Johnson V	SuperWASP	 -- 
53943.7	2006.5692	12.2155	0.0801	Johnson V	SuperWASP	 -- 
53943.7	2006.5692	12.2545	0.0708	Johnson V	SuperWASP	 -- 
53943.7	2006.5692	12.234	0.0475	Johnson V	SuperWASP	 -- 
53943.7	2006.5692	13.0409	0.0925	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	13.0097	0.6304	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	13.4835	1.2442	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	12.3759	0.097	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	12.3138	0.0984	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	12.2989	0.0499	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	12.4035	0.0484	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	11.6406	0.0197	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	12.2598	0.0137	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	11.7991	0.0526	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	12.3687	0.0298	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	12.423	0.0578	Johnson V	SuperWASP	 -- 
53943.8	2006.5692	12.2399	0.0502	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.4938	0.0222	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.2797	0.0195	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.2381	0.0217	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.1953	0.018	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.6571	0.0281	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.2835	0.0227	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.4018	0.014	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.4556	0.015	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.3748	0.0142	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.382	0.014	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.368	0.0224	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.4935	0.0253	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.4412	0.0232	Johnson V	SuperWASP	 -- 
53943.8	2006.5693	12.4199	0.0244	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.2226	0.0166	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.4742	0.0179	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.311	0.0141	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.3769	0.0137	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.4548	0.0191	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.4103	0.0173	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	13.2495	0.0644	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	14.8938	0.9565	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.9627	0.0329	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.1035	0.0252	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.4617	0.0353	Johnson V	SuperWASP	 -- 
53943.8	2006.5694	12.4857	0.0478	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.4224	0.0212	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.3732	0.022	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.5298	0.0275	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.5267	0.0292	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.0831	0.0369	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.8105	0.0562	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.437	0.0303	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.3421	0.028	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.7758	0.0454	Johnson V	SuperWASP	 -- 
53943.9	2006.5695	12.6907	0.0541	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3379	0.0199	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.2927	0.0186	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3115	0.0158	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3103	0.0156	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.2952	0.015	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3305	0.0156	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.309	0.0142	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3425	0.0145	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3052	0.0137	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3064	0.0138	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3328	0.014	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3136	0.0137	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.2437	0.0148	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3485	0.016	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3226	0.0137	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3202	0.0136	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3452	0.014	Johnson V	SuperWASP	 -- 
53946.7	2006.5773	12.3067	0.0134	Johnson V	SuperWASP	 -- 
53946.7	2006.5774	12.3561	0.016	Johnson V	SuperWASP	 -- 
53946.7	2006.5774	12.3218	0.0161	Johnson V	SuperWASP	 -- 
53946.7	2006.5774	12.3165	0.0143	Johnson V	SuperWASP	 -- 
53946.7	2006.5774	12.3015	0.0136	Johnson V	SuperWASP	 -- 
53946.7	2006.5774	12.3181	0.0143	Johnson V	SuperWASP	 -- 
53946.7	2006.5774	12.3202	0.0142	Johnson V	SuperWASP	 -- 
53946.7	2006.5774	12.3492	0.0163	Johnson V	SuperWASP	 -- 
53946.7	2006.5774	12.3398	0.0164	Johnson V	SuperWASP	 -- 
53946.7	2006.5774	12.3611	0.015	Johnson V	SuperWASP	 -- 
53946.8	2006.5774	12.2885	0.014	Johnson V	SuperWASP	 -- 
53946.8	2006.5774	12.3511	0.014	Johnson V	SuperWASP	 -- 
53946.8	2006.5774	12.3398	0.014	Johnson V	SuperWASP	 -- 
53946.8	2006.5774	12.3498	0.0143	Johnson V	SuperWASP	 -- 
53946.8	2006.5774	12.3391	0.0141	Johnson V	SuperWASP	 -- 
53946.8	2006.5774	12.3333	0.0147	Johnson V	SuperWASP	 -- 
53946.8	2006.5774	12.3307	0.0146	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3342	0.0159	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3255	0.0159	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3671	0.0159	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3414	0.0156	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.319	0.0149	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3344	0.0149	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3496	0.0151	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3744	0.0156	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3688	0.0152	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3667	0.0151	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3725	0.0156	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3357	0.0153	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.3563	0.0155	Johnson V	SuperWASP	 -- 
53946.8	2006.5775	12.361	0.0156	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.3678	0.0162	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.3405	0.0159	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.344	0.016	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.369	0.0163	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.3522	0.0156	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.3577	0.0157	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.3594	0.0155	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.3705	0.0157	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.3596	0.0141	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.352	0.014	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.3635	0.0164	Johnson V	SuperWASP	 -- 
53946.8	2006.5776	12.4235	0.019	Johnson V	SuperWASP	 -- 
53946.8	2006.5777	12.8582	0.0381	Johnson V	SuperWASP	 -- 
53946.8	2006.5777	13.053	0.0797	Johnson V	SuperWASP	 -- 
53946.9	2006.5777	13.0953	0.1096	Johnson V	SuperWASP	 -- 
53946.9	2006.5777	12.2578	0.066	Johnson V	SuperWASP	 -- 
53946.9	2006.5777	12.1042	0.0328	Johnson V	SuperWASP	 -- 
53946.9	2006.5777	12.2978	0.035	Johnson V	SuperWASP	 -- 
53946.9	2006.5777	12.501	0.0939	Johnson V	SuperWASP	 -- 
53946.9	2006.5777	12.2969	0.0765	Johnson V	SuperWASP	 -- 
53946.9	2006.5777	11.6146	0.0562	Johnson V	SuperWASP	 -- 
53946.9	2006.5777	12.4199	0.1223	Johnson V	SuperWASP	 -- 
53946.9	2006.5778	13.9201	0.2745	Johnson V	SuperWASP	 -- 
54132.0	2007.0848	12.5092	0.0393	Johnson V	SuperWASP	 -- 
54132.0	2007.0848	12.492	0.0386	Johnson V	SuperWASP	 -- 
54132.0	2007.0848	12.3804	0.0339	Johnson V	SuperWASP	 -- 
54132.0	2007.0848	12.4739	0.0369	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4514	0.0399	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4836	0.0362	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.3616	0.0367	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.452	0.035	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4226	0.038	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.5406	0.0378	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.3921	0.0368	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4432	0.0345	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.51	0.0399	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.5315	0.036	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4092	0.0363	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.489	0.0347	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4367	0.0364	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4853	0.0342	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4552	0.037	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4778	0.0339	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4608	0.0365	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4209	0.0319	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4101	0.0348	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.5113	0.0345	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4983	0.037	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4845	0.0327	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.3974	0.0336	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4352	0.0312	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4497	0.0346	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4345	0.0311	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.5199	0.0368	Johnson V	SuperWASP	 -- 
54132.0	2007.0849	12.4782	0.0323	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4139	0.0326	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4347	0.0303	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.411	0.0324	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4431	0.0302	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.3687	0.0305	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4333	0.0298	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4121	0.0318	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4471	0.0302	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.3907	0.0306	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4714	0.0304	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4478	0.0323	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.483	0.0306	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4192	0.0309	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4886	0.03	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.3374	0.0288	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4565	0.029	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4365	0.031	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4699	0.0292	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4103	0.03	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4663	0.029	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4551	0.0312	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4049	0.0271	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4118	0.0298	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.459	0.0286	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4345	0.0302	Johnson V	SuperWASP	 -- 
54132.0	2007.085	12.4332	0.0276	Johnson V	SuperWASP	 -- 
